POS	ABBA	BABA	ABBB	BABB	other	no_data
1611000	0	0	0	0	7218	2782
1612000	0	0	0	0	7161	2839
1613000	0	0	0	0	7119	2881
1614000	0	0	0	0	6845	3155
1615000	0	0	0	0	7287	2713
1616000	0	0	0	0	7268	2732
1617000	0	0	0	0	7518	2482
1618000	0	0	0	0	7759	2241
1619000	0	0	0	0	8201	1799
1620000	0	0	0	0	8372	1628
1621000	0	0	0	0	8165	1835
1622000	0	0	0	0	7915	2085
1623000	0	0	0	0	7676	2324
1624000	0	0	1	0	7677	2322
1625000	0	0	1	0	7539	2460
1626000	0	0	1	0	7555	2444
1627000	0	0	1	0	7562	2437
1628000	0	0	1	0	7758	2241
1629000	0	0	1	0	7858	2141
1630000	0	0	1	0	7967	2032
1631000	0	0	1	0	8416	1583
1632000	0	0	1	0	8443	1556
1633000	0	0	1	0	8896	1103
1634000	0	0	1	0	9175	824
1635000	0	0	1	0	9142	857
1636000	0	0	1	0	9119	880
1637000	0	0	1	0	9119	880
1638000	0	0	2	0	9104	894
1639000	0	0	2	0	8949	1049
1640000	0	0	2	0	8941	1057
1641000	0	0	2	0	8850	1148
1642000	0	0	2	0	8712	1286
1643000	0	0	2	0	8446	1552
1644000	0	0	1	0	8372	1627
1645000	0	0	1	0	8481	1518
1646000	0	0	1	0	8480	1519
1647000	0	0	1	0	8367	1632
1648000	0	0	0	0	8136	1864
1649000	0	0	0	0	7550	2450
1650000	0	0	0	0	7387	2613
1651000	0	0	0	0	7204	2796
1652000	0	0	0	0	7521	2479
1653000	0	0	0	0	7795	2205
1654000	0	0	0	0	7675	2325
1655000	0	0	0	0	7290	2710
1656000	0	0	0	0	7312	2688
1657000	0	0	0	0	7364	2636
1658000	0	0	0	0	7412	2588
1659000	0	0	0	0	7737	2263
1660000	0	0	0	0	7861	2139
1661000	0	0	0	0	7964	2036
1662000	0	0	0	0	7746	2254
1663000	0	0	0	0	7556	2444
1664000	0	0	0	0	7837	2163
1665000	0	0	0	0	8124	1876
1666000	0	0	0	0	7684	2316
1667000	0	0	0	0	7706	2294
1668000	0	0	0	0	7820	2180
1669000	0	0	0	0	7957	2043
1670000	0	0	0	0	7959	2041
1671000	0	0	0	0	8087	1913
1672000	0	0	0	0	8081	1919
1673000	0	0	0	0	8252	1748
1674000	0	0	0	0	8231	1769
1675000	0	0	0	0	8273	1727
1676000	0	0	0	0	7959	2041
1677000	0	0	0	0	7966	2034
1678000	0	0	0	0	7937	2063
1679000	0	0	0	0	7631	2369
1680000	0	0	0	0	6777	3223
1681000	0	0	0	0	6483	3517
1682000	0	0	0	0	6534	3466
1683000	0	0	0	0	6456	3544
1684000	0	0	0	0	6058	3942
1685000	0	0	0	0	5757	4243
1686000	0	0	0	0	6525	3475
1687000	0	0	0	0	6201	3799
1688000	0	0	0	0	5742	4258
1689000	0	0	0	0	6051	3949
1690000	0	0	0	0	6747	3253
1691000	0	0	0	0	6765	3235
1692000	0	0	0	0	6793	3207
1693000	0	0	0	0	6762	3238
1694000	0	0	0	0	6571	3429
1695000	0	0	0	0	6012	3988
1696000	0	0	0	0	5012	4988
1697000	0	0	0	0	4375	5625
1698000	0	0	0	0	4280	5720
1699000	0	0	0	0	4180	5820
1700000	0	0	0	0	3921	6079
1701000	0	0	0	0	3874	6126
1702000	0	0	0	0	3906	6094
1703000	0	0	0	0	4085	5915
1704000	0	0	0	0	4665	5335
1705000	0	0	0	0	5387	4613
1706000	0	0	0	0	6041	3959
1707000	0	0	0	0	6804	3196
1708000	0	0	0	0	7124	2876
1709000	0	0	0	0	7431	2569
1710000	0	0	0	0	7522	2478
1711000	0	0	0	0	7551	2449
1712000	0	0	0	0	7801	2199
1713000	0	0	0	0	7315	2685
1714000	0	0	0	0	6834	3166
1715000	0	0	0	0	6887	3113
1716000	0	0	0	0	6937	3063
1717000	0	0	0	0	7161	2839
1718000	0	0	0	0	6974	3026
1719000	0	0	0	0	6790	3210
1720000	0	0	0	0	6310	3690
1721000	0	0	0	0	6058	3942
1722000	0	0	0	0	5961	4039
1723000	0	0	0	0	6313	3687
1724000	0	0	0	0	6431	3569
1725000	0	0	0	0	5789	4211
1726000	0	0	0	0	5348	4652
1727000	0	0	0	0	4713	5287
1728000	0	0	0	0	4630	5370
1729000	0	0	0	0	4476	5524
1730000	0	0	0	0	4940	5060
1731000	0	0	0	0	5030	4970
1732000	0	0	0	0	4963	5037
1733000	0	0	0	0	4859	5141
1734000	0	0	0	0	4545	5455
1735000	0	0	0	0	5330	4670
1736000	0	0	0	0	5862	4138
1737000	0	0	0	0	6434	3566
1738000	0	0	0	0	6897	3103
1739000	0	0	0	0	7290	2710
1740000	0	0	0	0	7207	2793
1741000	0	0	0	0	7323	2677
1742000	0	0	0	0	7195	2805
1743000	0	0	0	0	7011	2989
1744000	0	0	0	0	7692	2308
1745000	0	0	0	0	7521	2479
1746000	0	0	0	0	7678	2322
1747000	0	0	0	0	7296	2704
1748000	0	0	0	0	7314	2686
1749000	0	0	0	0	7176	2824
1750000	0	0	0	0	7228	2772
1751000	0	0	0	0	7304	2696
1752000	0	0	0	0	7482	2518
1753000	0	0	0	0	7910	2090
1754000	0	0	0	0	7838	2162
1755000	0	0	0	0	7686	2314
1756000	0	0	0	0	7310	2690
1757000	0	0	0	1	7590	2409
1758000	0	0	0	1	7574	2425
1759000	0	0	0	1	7454	2545
1760000	0	0	0	1	7666	2333
1761000	0	0	0	1	7340	2659
1762000	0	0	0	1	7312	2687
1763000	0	0	2	1	7019	2978
1764000	0	0	2	1	6799	3198
1765000	0	0	2	1	7131	2866
1766000	0	0	2	1	7354	2643
1767000	0	0	2	0	7368	2630
1768000	0	0	2	0	6786	3212
1769000	0	0	2	0	6834	3164
1770000	0	0	2	0	7035	2963
1771000	0	0	2	0	7318	2680
1772000	0	0	2	0	7107	2891
1773000	0	0	0	0	7206	2794
1774000	0	0	0	0	7104	2896
1775000	0	0	0	0	7159	2841
1776000	0	0	0	0	7167	2833
1777000	0	0	0	0	7073	2927
1778000	0	0	0	0	7804	2196
1779000	0	0	0	0	8019	1981
1780000	0	0	0	0	7352	2648
1781000	0	0	0	0	7532	2468
1782000	0	0	0	0	7678	2322
1783000	0	0	0	0	7800	2200
1784000	0	0	0	0	7828	2172
1785000	0	0	0	0	7674	2326
1786000	0	0	0	0	7794	2206
1787000	0	0	0	0	7878	2122
1788000	0	0	0	0	7692	2308
1789000	0	0	0	0	7179	2821
1790000	0	0	0	0	7796	2204
1791000	0	0	0	0	7520	2480
1792000	0	0	0	0	7322	2678
1793000	0	0	0	0	6853	3147
1794000	0	0	0	0	7165	2835
1795000	0	0	2	0	7217	2781
1796000	0	0	2	0	7286	2712
1797000	0	0	2	0	7436	2562
1798000	0	0	2	0	7590	2408
1799000	0	0	2	0	8094	1904
1800000	0	0	2	0	7846	2152
1801000	0	0	2	0	7933	2065
